date,title,description,source,url,content
2024-12-04T13:50:00Z,"Trump Antitrust Pick Spells Trouble for Alphabet’s Google, Other Tech Behemoths","Trump Antitrust Pick Spells Trouble for Alphabet’s Google, Other Tech Behemoths",MarketWatch,https://finnhub.io/api/news?id=e7545730db0c0274a4132c7abf721a45770e7e8adc4b9efd33d74b304c661fc0,"Trump Antitrust Pick Spells Trouble for Alphabet’s Google, Other Tech Behemoths"
2024-12-04T13:30:00Z,The Magnificent Seven By Product Line - An Analysis Of Their Underlying Businesses,The Magnificent Seven product lines are dominated by businesses in the Information Technology and Information sectors; Tesla is the only company in the Consumer sector. Read more here...,SeekingAlpha,https://finnhub.io/api/news?id=c4d0f7c5e09ecd5f1f3fcaca0120bca3e5a1860fa5c8c174c736d19725d8f09d,The Magnificent Seven product lines are dominated by businesses in the Information Technology and Information sectors; Tesla is the only company in the Consumer sector. Read more here...
2024-12-04T12:19:00Z,Wall Street Lunch: UnitedHealthcare Executive Gunned Down In New York,UnitedHealthcare CEO Brian Thompson was shot and killed this morning outside a midtown Manhattan hotel.,SeekingAlpha,https://finnhub.io/api/news?id=5596947a803844f8a3aea40a28df4d7fe6684bbde3835903b3bc9ce33ae456e6,UnitedHealthcare CEO Brian Thompson was shot and killed this morning outside a midtown Manhattan hotel.
2024-12-04T12:10:00Z,"Apple, Meta Are Leading a Big Tech Rally. Why Trump Could Halt It and 5 Other Things to Know Today.","Fed’s Powell gets last chance to signal next rate move, markets brace for fallout after South Korea’s martial law attempt, and more news to start your day.",Yahoo,https://finnhub.io/api/news?id=63168fb853dac04e759f7e07d7164470a6cfeeda54ec6185cfb0a5b72c6a41b7,"Fed’s Powell gets last chance to signal next rate move, markets brace for fallout after South Korea’s martial law attempt, and more news to start your day."
2024-12-04T11:36:16Z,Apple faces $995m UK legal challenge over developer fees,The class action suit claims that Apple's commission of up to 30% on App Store sales harmed competition in the UK tech industry.,Yahoo,https://finnhub.io/api/news?id=1499d9ccc0a3743ce41d9290a6fbe416f98ca816d78735c5b8f57b6dcd52ac9a,The class action suit claims that Apple's commission of up to 30% on App Store sales harmed competition in the UK tech industry.
2024-12-04T11:31:51Z,Irish corporate tax revenues up 59% in year to end-November on Apple tax,"Irish corporate tax receipts were up 59% in the first 11 months of the year, lifted by a portion of a 14 billion euro Apple back-tax windfall that has boosted already healthy revenues, finance...",Finnhub,https://finnhub.io/api/news?id=9c66e339b2217e1e95a001c3233b43cccb8555989808b777e2e3f96a7d3b94df,"Irish corporate tax receipts were up 59% in the first 11 months of the year, lifted by a portion of a 14 billion euro Apple back-tax windfall that has boosted already healthy revenues, finance..."
2024-12-04T10:26:30Z,Apple Eyes $1 Billion Investment to Lift Indonesia's iPhone 16 Ban,Indonesia Demands $1 Billion from Apple to Resume iPhone 16 Sales,Yahoo,https://finnhub.io/api/news?id=256fbb1cad876422665cb0248ad80dc7332ee281717589108198f3341508b56e,Indonesia Demands $1 Billion from Apple to Resume iPhone 16 Sales
2024-12-04T10:26:00Z,"Intel’s Next CEO? Why Apple, TSMC, Marvell Executives Could Be in the Mix.","Intel’s Next CEO? Why Apple, TSMC, Marvell Executives Could Be in the Mix.",MarketWatch,https://finnhub.io/api/news?id=0653f4d1084b84b0542a056dde93161a659a2cf4bf8aba03a1d31d7185d437ff,"Intel’s Next CEO? Why Apple, TSMC, Marvell Executives Could Be in the Mix."
2024-12-04T10:19:00Z,How 20 big U.S. stocks are expected to rank as ‘cash machines’ in 2025,How 20 big U.S. stocks are expected to rank as ‘cash machines’ in 2025,MarketWatch,https://finnhub.io/api/news?id=f55bd9bb16245ced2773e571f9ba658f00d985d27526bac70075b4b2b0e742d6,How 20 big U.S. stocks are expected to rank as ‘cash machines’ in 2025
2024-12-04T08:50:00Z,"BNY Mellon Appreciation Fund, Inc. Q3 2024 Commentary",The BNY Mellon Appreciation Fund underperformed the S&P 500 Index in the third quarter of 2024. Click here to read more.,SeekingAlpha,https://finnhub.io/api/news?id=1d05bea0598fa3d7d9369d95ac158d5b0fe79fe2e687433a500c06f75423983c,The BNY Mellon Appreciation Fund underperformed the S&P 500 Index in the third quarter of 2024. Click here to read more.
2024-12-04T04:00:00Z,Columbia Disciplined Core Fund Q3 2024 Commentary,"Columbia Disciplined Core Fund Institutional Class shares returned 5.49% for the 
quarter ending September 30, 2024. Click here to read the full commentary. ",SeekingAlpha,https://finnhub.io/api/news?id=09c47aec90a574bc8032ef39d96fa2a1cfd68c2b3576b96dffce8b96784fad4d,"Columbia Disciplined Core Fund Institutional Class shares returned 5.49% for the 
quarter ending September 30, 2024. Click here to read the full commentary. "
2024-12-04T02:00:00Z,"Breaking Down Trump’s Tariffs on China and the World, in Charts","When it comes to how the U.S. wields tariffs, there is China and then the rest of the world.  President-elect  Donald Trump  made tariffs on China a defining feature of his first term.  President Biden mostly kept those duties in place—and directed tariff increases on products like semiconductors and electric vehicles.",Yahoo,https://finnhub.io/api/news?id=1a61aac84dbab5b09b0da3d938709ccb8947a15e6bb7f6a8599e11a4a8a62732,"When it comes to how the U.S. wields tariffs, there is China and then the rest of the world.  President-elect  Donald Trump  made tariffs on China a defining feature of his first term.  President Biden mostly kept those duties in place—and directed tariff increases on products like semiconductors and electric vehicles."
2024-12-05T20:00:00Z,ChatGPT: Everything you need to know about the AI-powered chatbot,"ChatGPT, OpenAI’s text-generating AI chatbot, has taken the world by storm since its launch in November 2022. What started as a tool to hyper-charge productivity through writing essays and code with short text prompts has evolved into a behemoth used by more than 92% of Fortune 500 companies. That growth has propelled OpenAI itself into becoming one of the most-hyped companies in recent memory. And its latest partnership with Apple for its upcoming generative AI offering, Apple Intelligence, has",Yahoo,https://finnhub.io/api/news?id=37401b8b1f67644244c0b8fb410bca79adcbd3828f96398161af2e0593959966,"ChatGPT, OpenAI’s text-generating AI chatbot, has taken the world by storm since its launch in November 2022. What started as a tool to hyper-charge productivity through writing essays and code with short text prompts has evolved into a behemoth used by more than 92% of Fortune 500 companies. That growth has propelled OpenAI itself into becoming one of the most-hyped companies in recent memory. And its latest partnership with Apple for its upcoming generative AI offering, Apple Intelligence, has"
2024-12-05T16:41:11Z,"Apple's AI Future: Tim Cook Talks Privacy, ChatGPT, and the Vision Pro",Tim Cook Defends Apple Vision Pro and Unveils AI Strategy in Exclusive Interview,Yahoo,https://finnhub.io/api/news?id=374462f954ae55510beeb687f6af9adcd0b9dcfc340016de28dce8e7dff89108,Tim Cook Defends Apple Vision Pro and Unveils AI Strategy in Exclusive Interview
2024-12-05T16:32:00Z,Apple Inc. stock underperforms Thursday when compared to competitors despite daily gains,Apple Inc. stock underperforms Thursday when compared to competitors despite daily gains,MarketWatch,https://finnhub.io/api/news?id=c253ca43764f16aaf4a124d6290d2713bef3f957278a7ffb11bbf731c25476fe,Apple Inc. stock underperforms Thursday when compared to competitors despite daily gains
2024-12-05T15:21:56Z,"UBS Maintains ‘Neutral’ Rating on Apple Inc. (AAPL), Cites Soft iPhone Demand and Muted AI Interest","We recently compiled a list of the 15 AI News That Broke The Internet. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the other AI stocks that broke the Internet recently. U.S. e-commerce sales hit a record this year on the unofficial shopping holiday, and artificial intelligence […]",Yahoo,https://finnhub.io/api/news?id=dfceea5f0ed54808c6360fd2cd0298f6273c9be7f522bf1f7f2fd46ed037f8ac,"We recently compiled a list of the 15 AI News That Broke The Internet. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the other AI stocks that broke the Internet recently. U.S. e-commerce sales hit a record this year on the unofficial shopping holiday, and artificial intelligence […]"
2024-12-05T15:20:23Z,Trump just gave a new signal he isn't going to let up on Big Tech,President-elect Donald Trump is making it clear he doesn't intend to ease up on the nation's technology giants once he is back in the Oval Office.,Yahoo,https://finnhub.io/api/news?id=e2380856cf24e98a2542e6edf139a5c4b4d470745100749ceccd7c37d4cd8af5,President-elect Donald Trump is making it clear he doesn't intend to ease up on the nation's technology giants once he is back in the Oval Office.
2024-12-05T13:34:00Z,BNY Mellon Global Equity Income Fund Q3 2024 Commentary,"BNY Mellon Global Equity Income Fund (Classes A and I at NAV) outperformed its benchmark index, the FTSE World Index, during the third quarter of 2024. Read more here.",SeekingAlpha,https://finnhub.io/api/news?id=ec291ad44711770e5edc786a7ca3e2099580af986fced32aad0727fd1e233b17,"BNY Mellon Global Equity Income Fund (Classes A and I at NAV) outperformed its benchmark index, the FTSE World Index, during the third quarter of 2024. Read more here."
2024-12-05T13:25:46Z,Foxconn's Sales Surge Amid Apple Product Demand and AI Growth,"Foxconn reports 3.47% YOY revenue rise, driven by Apple product launches and AI server demand",Yahoo,https://finnhub.io/api/news?id=d89e176eaf97c6bcfd321bd7a5bb8da90136171571c7f1e71a8c423cb9accfef,"Foxconn reports 3.47% YOY revenue rise, driven by Apple product launches and AI server demand"
2024-12-05T13:18:00Z,"Bitcoin Surges Past $100,000 on Trump’s SEC Pick and Powell’s Comments. How Much More Can It Go Up?","Bitcoin Surges Past $100,000 on Trump’s SEC Pick and Powell’s Comments. How Much More Can It Go Up?",MarketWatch,https://finnhub.io/api/news?id=db3bdabb0b02eeb2a8a55be2055c9097638eb35b91569a09069c3752e250d687,"Bitcoin Surges Past $100,000 on Trump’s SEC Pick and Powell’s Comments. How Much More Can It Go Up?"
2024-12-05T12:30:00Z,Here's Why Warren Buffett and Berkshire Hathaway May Change Their Investing Strategy With Donald Trump as President,"It may seem like a bit much that a legendary company like Berkshire Hathaway (NYSE: BRK.A) (NYSE: BRK.B), led by Warren Buffett, might change its investing strategy solely based on who is in the Oval Office, but he has already given a fairly clear answer on this subject.  If there is such a change in strategy, it would be based on just one thing: taxes.  If Vice President Kamala Harris had won the presidency, there was a fairly high likelihood that the corporate tax rate would have been increased from its current 21%.",Yahoo,https://finnhub.io/api/news?id=276826d58aa0897ecf8471da64f246ab3720e3adf44b1de77289fd75ea7c206e,"It may seem like a bit much that a legendary company like Berkshire Hathaway (NYSE: BRK.A) (NYSE: BRK.B), led by Warren Buffett, might change its investing strategy solely based on who is in the Oval Office, but he has already given a fairly clear answer on this subject.  If there is such a change in strategy, it would be based on just one thing: taxes.  If Vice President Kamala Harris had won the presidency, there was a fairly high likelihood that the corporate tax rate would have been increased from its current 21%."
2024-12-05T12:25:00Z,Apple Ain't Cheap... Microsoft Is,The valuation correlation metrics for Microsoft and Apple are difficult to find because dividend growth alone does not offer high correlations for either stock. Read more here...,SeekingAlpha,https://finnhub.io/api/news?id=ae584df102ffe2e3738c9f1721740cfc518afeef44ce6f5b9d4820a80ac3c8de,The valuation correlation metrics for Microsoft and Apple are difficult to find because dividend growth alone does not offer high correlations for either stock. Read more here...
2024-12-05T12:03:00Z,Apple unveils AI decision that is a major blow to Nvidia,Apple's recent announcement may have wide-ranging implications for the tech sector,Yahoo,https://finnhub.io/api/news?id=9735e9ebacd0d3b195606a038a4de6dda20990a16f6d74986d5f3cdd31dd49ca,Apple's recent announcement may have wide-ranging implications for the tech sector
2024-12-05T11:35:00Z,Where Will Apple Stock Be in 2 Years?,"Apple (NASDAQ: AAPL) stock is trading up roughly 26% so far in 2024 (as of this writing), closely matching the 26.8% gains clocked by the S&P 500 index.  Given this above-average (nearly) one-year performance, investors may be wondering if the world's largest company by market cap has room for more upside in the new year.  After all, the majority of Apple's businesses have already matured, and the company has been growing at a modest pace of late.",Yahoo,https://finnhub.io/api/news?id=118f4d5bc625f820c6fea2f06967836cd412c11bf356ef90c3476f31c29e8b11,"Apple (NASDAQ: AAPL) stock is trading up roughly 26% so far in 2024 (as of this writing), closely matching the 26.8% gains clocked by the S&P 500 index.  Given this above-average (nearly) one-year performance, investors may be wondering if the world's largest company by market cap has room for more upside in the new year.  After all, the majority of Apple's businesses have already matured, and the company has been growing at a modest pace of late."
2024-12-05T11:08:04Z,Apple : MLS Cup streams free on Apple TV this Saturday,"UPDATE December 3, 2024 Apple Podcasts names Hysterical the 2024 Show of the Year Host Dan Taberski reflects on the standout seven-part...",Finnhub,https://finnhub.io/api/news?id=1a9c58eefa8285abcc8f6118f0d312f1fc2693b9ce5e6dc496c85b79a0f5c773,"UPDATE December 3, 2024 Apple Podcasts names Hysterical the 2024 Show of the Year Host Dan Taberski reflects on the standout seven-part..."
2024-12-05T11:08:00Z,"Employee alleges Apple snoops on workers’ personal emails, photos",The plaintiff also alleged Apple’s intellectual property agreement bars employees from discussing information such as pay and working conditions.,Yahoo,https://finnhub.io/api/news?id=6f19b4ae05d158eb9ea56ae922d3a19ebc304c1b7dc74e7492f7f2223643955e,The plaintiff also alleged Apple’s intellectual property agreement bars employees from discussing information such as pay and working conditions.
2024-12-05T10:55:00Z,Columbia Global Technology Growth Fund Q3 2024 Commentary,"Columbia Global Technology Growth Fund Institutional Class shares returned -0.94% for the three months ended September 30, 2024. Click here to read the full commentary. ",SeekingAlpha,https://finnhub.io/api/news?id=6e27361280a6451d917b6c78ef77b4ab8bfac038507d821b0f5f226c28302e48,"Columbia Global Technology Growth Fund Institutional Class shares returned -0.94% for the three months ended September 30, 2024. Click here to read the full commentary. "
2024-12-05T10:30:00Z,He Was Going to Save Intel. He Destroyed $150 Billion of Value Instead.,"Pat Gelsinger was one of the chip pioneer’s true believers. After his rescue strategy failed, the board lost confidence in him. How does this iconic American company survive?",Yahoo,https://finnhub.io/api/news?id=cbdee56afc824e6d8f40fbb40d6929c219ccd19dc4988bd08886ca05fecef5d6,"Pat Gelsinger was one of the chip pioneer’s true believers. After his rescue strategy failed, the board lost confidence in him. How does this iconic American company survive?"
2024-12-05T10:04:22Z,Dow Jones Rises After Jobless Claims; Nvidia Threatens Win Streak,Dow Jones Rises After Jobless Claims; Nvidia Threatens Win Streak,DowJones,https://finnhub.io/api/news?id=ebd9c6405b0b9b7cbe85431c4240f0e99fde5db4bbe2ad67c71319a725da5b0c,Dow Jones Rises After Jobless Claims; Nvidia Threatens Win Streak
2024-12-05T09:50:00Z,Nvidia Stock vs. Apple Stock: Billionaires Are Buying One and Selling the Other,"Nvidia (NASDAQ: NVDA) and Apple (NASDAQ: AAPL) are two of the most popular stocks among retail investors, but the billionaires listed below bought one and sold the other in the third quarter.  Cliff Asness at AQR Capital Management purchased 719,710 shares of Nvidia, increasing his stake by 5%.  Nvidia is now the largest holding in the portfolio, and Apple is the second largest.",Yahoo,https://finnhub.io/api/news?id=03228b2b99a775fbfc055e3b14d4f821b6bed64b2f96e6b5d04fa4fff6a50c21,"Nvidia (NASDAQ: NVDA) and Apple (NASDAQ: AAPL) are two of the most popular stocks among retail investors, but the billionaires listed below bought one and sold the other in the third quarter.  Cliff Asness at AQR Capital Management purchased 719,710 shares of Nvidia, increasing his stake by 5%.  Nvidia is now the largest holding in the portfolio, and Apple is the second largest."
2024-12-05T08:39:00Z,Synopsys Stock Drops. What Its Earnings Mean for the AI Chip Industry.,Synopsys Stock Drops. What Its Earnings Mean for the AI Chip Industry.,MarketWatch,https://finnhub.io/api/news?id=a385a81bced9d06f0ce2122b85ee294710a34040a8bcbf38585551b85b44830c,Synopsys Stock Drops. What Its Earnings Mean for the AI Chip Industry.
2024-12-05T07:49:16Z,IPhone Maker Hon Hai Posts 3% Sales Growth After AI Demand Slows,"(Bloomberg) -- Apple Inc.’s major manufacturing partner Hon Hai Precision Industry Co. reported a second consecutive month of single-digit sales growth, raising concerns that demand for AI infrastructure won’t be able to offset weak iPhone sales.Most Read from BloombergAs Wars Rage, Cities Face a Dark New Era of Urban DestructionKansas City Looks Back on its Long, Costly Ride With MicrotransitRiyadh Metro Partially Opens in Bid to Ease City’s Traffic JamsHon Hai, also known as Foxconn, is a key",Yahoo,https://finnhub.io/api/news?id=a414f508eccc5d709bf8819c918a9ce655334149721bd5d0e4c7db20ca7693ac,"(Bloomberg) -- Apple Inc.’s major manufacturing partner Hon Hai Precision Industry Co. reported a second consecutive month of single-digit sales growth, raising concerns that demand for AI infrastructure won’t be able to offset weak iPhone sales.Most Read from BloombergAs Wars Rage, Cities Face a Dark New Era of Urban DestructionKansas City Looks Back on its Long, Costly Ride With MicrotransitRiyadh Metro Partially Opens in Bid to Ease City’s Traffic JamsHon Hai, also known as Foxconn, is a key"
2024-12-05T06:52:00Z,Bitcoin Is Soaring for This Reason. Why Investors Should Beware the Crypto Rally and 5 Other Things to Know Today.,Bitcoin Is Soaring for This Reason. Why Investors Should Beware the Crypto Rally and 5 Other Things to Know Today.,MarketWatch,https://finnhub.io/api/news?id=edb39e99faebb4b72b4f12849e0bd1741e1d0946e6b3a4c7add0793999499b2b,Bitcoin Is Soaring for This Reason. Why Investors Should Beware the Crypto Rally and 5 Other Things to Know Today.
2024-12-05T04:56:44Z,"Apple plans manufacturing plant investment in Indonesia, minister says","Tech giant Apple plans to invest in a manufacturing plant in Indonesia that produces components for smartphones and other products, Indonesia's investment minister said on Thursday. ...",Finnhub,https://finnhub.io/api/news?id=2bfd00a5ee59a00a7f4c160f2ec5a6141dd1e467052cdfc8c37b9c8199b9d8b6,"Tech giant Apple plans to invest in a manufacturing plant in Indonesia that produces components for smartphones and other products, Indonesia's investment minister said on Thursday. ..."
2024-12-05T02:43:42Z,"Foxconn says Nov revenue +3.47% y/y, Q4 outlook strong","Taiwan's Foxconn, the world's largest contract electronics maker and Apple's biggest iPhone assembler, reported on Thursday revenue for November rose 3.47% year-on-year to reach the second highest on...",Finnhub,https://finnhub.io/api/news?id=c829dab2dea53b241be0074b60d6234859bdedac6ef85323a076469bfe92063a,"Taiwan's Foxconn, the world's largest contract electronics maker and Apple's biggest iPhone assembler, reported on Thursday revenue for November rose 3.47% year-on-year to reach the second highest on..."
2024-12-06T21:17:43Z,"Apple to rollout in-house modems, replacing Qualcomm chips: BBG","Apple (AAPL) is preparing to roll out its new cellular modem chips that will replace components from its former partner in the endeavor Qualcomm (QCOM), according to Bloomberg reports. Yahoo Finance tech editor Dan Howley details Apple's in-house chip production plan, which could see the first generation of iPhones to feature this chip to come out within the next year. To watch more expert insights and analysis on the latest market action, check out more Market Domination here. This post was written by Luke Carberry Mogan.",Yahoo,https://finnhub.io/api/news?id=3eb914a9f6996832a4b35e984177db5fa6fecd3f06f25cc870e2d3148d6f726b,"Apple (AAPL) is preparing to roll out its new cellular modem chips that will replace components from its former partner in the endeavor Qualcomm (QCOM), according to Bloomberg reports. Yahoo Finance tech editor Dan Howley details Apple's in-house chip production plan, which could see the first generation of iPhones to feature this chip to come out within the next year. To watch more expert insights and analysis on the latest market action, check out more Market Domination here. This post was written by Luke Carberry Mogan."
2024-12-06T19:28:00Z,CFPB Moves to Supervise Google Payments Under New Rules,CFPB Moves to Supervise Google Payments Under New Rules,DowJones,https://finnhub.io/api/news?id=be43fd0bb88e74c99a4addb5b161e098064e3210fd200df27c4f8832ae9115a9,CFPB Moves to Supervise Google Payments Under New Rules
2024-12-06T18:12:37Z,Apple Plans Three-Year Modem Rollout in Bid to Top Qualcomm,"(Bloomberg) -- Apple Inc. is preparing to finally bring one of its most ambitious projects to market: a series of cellular modem chips that will replace components from longtime partner — and adversary — Qualcomm Inc.Most Read from BloombergNYC’s Run-Down Bus Terminal Gets Approval for $10 Billion RevampKansas City Looks Back on its Long, Costly Ride With MicrotransitAs Wars Rage, Cities Face a Dark New Era of Urban DestructionMore than half a decade in the making, Apple’s in-house modem system",Yahoo,https://finnhub.io/api/news?id=39f01b22ae9bc804dc84185985323d422b80cd5d5a2ca497969eafc95aa0ec9d,"(Bloomberg) -- Apple Inc. is preparing to finally bring one of its most ambitious projects to market: a series of cellular modem chips that will replace components from longtime partner — and adversary — Qualcomm Inc.Most Read from BloombergNYC’s Run-Down Bus Terminal Gets Approval for $10 Billion RevampKansas City Looks Back on its Long, Costly Ride With MicrotransitAs Wars Rage, Cities Face a Dark New Era of Urban DestructionMore than half a decade in the making, Apple’s in-house modem system"
2024-12-06T18:04:28Z,Why Apple Inc. (AAPL) Is the Best Beginner Stock to Invest in Now,"We recently published a list of 11 Best Beginner Stocks To Invest In Now. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other best beginner stocks to invest in now. The Downsides to Stocks Rallying Higher Stocks in the United States are rallying high, but some […]",Yahoo,https://finnhub.io/api/news?id=1dc96df8e7296b209bd4627dc9c68ff3c810e4350d8cdcc431bf9fb64cd10a9f,"We recently published a list of 11 Best Beginner Stocks To Invest In Now. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other best beginner stocks to invest in now. The Downsides to Stocks Rallying Higher Stocks in the United States are rallying high, but some […]"
2024-12-06T16:30:00Z,Appeals Court Upholds U.S. Ban of TikTok,A three-judge panel ruled Congress has the power to shut down the Chinese-backed app in the U.S. because of national security concerns.,Yahoo,https://finnhub.io/api/news?id=020e90bba115a336212bdc1ef33fba52f00d1e1ba23713ae96477f123b1924eb,A three-judge panel ruled Congress has the power to shut down the Chinese-backed app in the U.S. because of national security concerns.
2024-12-06T17:52:07Z,"Apple plans three-year modem rollout to compete with Qualcomm, Bloomberg News reports","The iPhone maker is looking to ultimately overtake Qualcomm's technology by 2027, the report said, citing people familiar with the matter.  Qualcomm, a leading designer of modem chips that connect phones to mobile data networks, has warned investors that Apple will eventually stop using its chips.  The chip designer has a deal to keep selling chips to Apple until at least 2026 and investors are keen to see if Qualcomm's push into laptops and AI-powered data centers can accelerate quickly enough to compensate for potential drops in revenue from Apple.",Yahoo,https://finnhub.io/api/news?id=4f7721595429ef6cd9df433022dd113e4bb1ea682786a955368e4ee754b93054,"The iPhone maker is looking to ultimately overtake Qualcomm's technology by 2027, the report said, citing people familiar with the matter.  Qualcomm, a leading designer of modem chips that connect phones to mobile data networks, has warned investors that Apple will eventually stop using its chips.  The chip designer has a deal to keep selling chips to Apple until at least 2026 and investors are keen to see if Qualcomm's push into laptops and AI-powered data centers can accelerate quickly enough to compensate for potential drops in revenue from Apple."
2024-12-06T17:12:22Z,Qualcomm shares down after report of Apple’s in-house modem debut,"Investing.com -- Qualcomm Incorporated (NASDAQ:QCOM) shares were down ~1% at $159 after Bloomberg news reported that Apple Inc (NASDAQ:AAPL) plans to debut its in-house modem system by next spring, starting with the iPhone SE.",Yahoo,https://finnhub.io/api/news?id=14517b54f2ab47cbf837471faf925a734f2703b48b180c09cd856060e3073f67,"Investing.com -- Qualcomm Incorporated (NASDAQ:QCOM) shares were down ~1% at $159 after Bloomberg news reported that Apple Inc (NASDAQ:AAPL) plans to debut its in-house modem system by next spring, starting with the iPhone SE."
2024-12-06T16:36:00Z,Tesla Stock Climbs to Its Highest Level in Years. It’s Been a Wild Few Weeks.,Tesla Stock Climbs to Its Highest Level in Years. It’s Been a Wild Few Weeks.,MarketWatch,https://finnhub.io/api/news?id=40848d77f0de411aaf7f4b25ac8d5e3d8f614e21909145f76f23237f4eab7a30,Tesla Stock Climbs to Its Highest Level in Years. It’s Been a Wild Few Weeks.
2024-12-06T16:32:00Z,Apple Inc. stock underperforms Friday when compared to competitors,Apple Inc. stock underperforms Friday when compared to competitors,MarketWatch,https://finnhub.io/api/news?id=36fc95c38360c506afe72733ec200a1b1eb80ae800e8b1a3cb8f8a30094bced5,Apple Inc. stock underperforms Friday when compared to competitors
2024-12-06T16:17:00Z,Measuring the ChatGPT Threat to Google—and Alphabet Stock.,Measuring the ChatGPT Threat to Google—and Alphabet Stock.,MarketWatch,https://finnhub.io/api/news?id=3e93e687552995b98410a70237ca70972a474114a9f2b5c91caee3b27f2ec658,Measuring the ChatGPT Threat to Google—and Alphabet Stock.
2024-12-06T16:01:30Z,"Apple iPhone Demand Sees Slight Gains in November, KeyBanc Sets $200 Price Target","Black Friday spending rose 9% year-over-year, but November sales fell 6%, compared to 3%.",Yahoo,https://finnhub.io/api/news?id=abb2e35d7327716abccdd2cb6bd424987271950b1bfbb9927709c44c80bdad85,"Black Friday spending rose 9% year-over-year, but November sales fell 6%, compared to 3%."
2024-12-06T14:32:51Z,S&P 500 trades near record high as Big Tech stocks rise,S&P 500 trades near record high as Big Tech stocks rise,MarketWatch,https://finnhub.io/api/news?id=266a5bbf3215c2e6f9b42924a072ec395d5f5de861f60b52b07c18f2f4790f43,S&P 500 trades near record high as Big Tech stocks rise
2024-12-06T14:10:24Z,Apple Gears Up for iOS 18.2 Release with Major AI Features and Enhancements,Apple Unveils AI-Driven Features for iPhone 15 Pro and Newer Models,Yahoo,https://finnhub.io/api/news?id=c8e68f95aeb35136bc323590fe13c55faee884c00b99b07df4a9adf5d2c6708b,Apple Unveils AI-Driven Features for iPhone 15 Pro and Newer Models
2024-12-06T13:15:00Z,The Magnificent 7 Stocks Had a Big Week. Why They Can Stay on Top.,The Magnificent 7 Stocks Had a Big Week. Why They Can Stay on Top.,MarketWatch,https://finnhub.io/api/news?id=cbf9dd526f216bdaa31e1cdb2e0ad00c3bd7a7ef7d23d6fd85c7cdf83c0d172f,The Magnificent 7 Stocks Had a Big Week. Why They Can Stay on Top.
2024-12-06T12:31:37Z,"iPhone 17 Air Challenges Pressure Apple's China Prospects, Jefferies Says","Apple (AAPL, Financials) is balancing government subsidies with iPhone 17 Air issues in China, a new note from analyst Jefferies.  As these mixed elements play out, analysts forecast the shares of the IT behemoth will stay ""range bound"" in the short future.  Consumer subsidies have lately been established in China by recent projects; provinces of Jiangsu and Guizhou have discounted cellphones and other goods up to 15%.",Yahoo,https://finnhub.io/api/news?id=c4023cd43a50f053358238946d0b8bcf783e134df28a8662669dbb7bf765517c,"Apple (AAPL, Financials) is balancing government subsidies with iPhone 17 Air issues in China, a new note from analyst Jefferies.  As these mixed elements play out, analysts forecast the shares of the IT behemoth will stay ""range bound"" in the short future.  Consumer subsidies have lately been established in China by recent projects; provinces of Jiangsu and Guizhou have discounted cellphones and other goods up to 15%."
2024-12-06T12:15:00Z,"Market Drifting Higher, Punctuated By Dramatic Tech Earnings",Market drifts higher punctuated by dramatic tech stories. Mag 7 resurgence.,SeekingAlpha,https://finnhub.io/api/news?id=2ab5875528a7d9c8b81a659946e5b4d9de74599106d45d1de69f6af2b4dcb47a,Market drifts higher punctuated by dramatic tech stories. Mag 7 resurgence.
2024-12-06T12:07:07Z,"Apple Preps In-House Modem System to Compete With, Ultimately Outdo Qualcomm, Bloomberg Reports","By Connor Hart -- Apple is preparing to launch an in-house series of cellular modem chips, replacing components from its longtime partner and competitor Qualcomm, Bloomberg reported, citing...",Finnhub,https://finnhub.io/api/news?id=f57ccc2cb298ed7811add23159adb5b26f514186bbe905b14a424ffedfcada5f,"By Connor Hart -- Apple is preparing to launch an in-house series of cellular modem chips, replacing components from its longtime partner and competitor Qualcomm, Bloomberg reported, citing..."
2024-12-06T10:55:00Z,Why Apple Doesn't Need Nvidia,,SeekingAlpha,https://finnhub.io/api/news?id=a6c018a49b7d2e6d1fe46cc885baf89044d7b13a5375943e999e1c6990e02073,
2024-12-06T10:50:00Z,Columbia Select Large Cap Equity Fund Q3 2024 Commentary,Columbia Select Large Cap Equity Fund Institutional Class shares returned 3.08% for Q3 2024. Click here to read the full commentary. ,SeekingAlpha,https://finnhub.io/api/news?id=9622a17c68ca5a6269dcbcdc9c0819807e31902692f7106bc2bd9549f948e723,Columbia Select Large Cap Equity Fund Institutional Class shares returned 3.08% for Q3 2024. Click here to read the full commentary. 
2024-12-06T10:30:12Z,Apple to invest $1bn in Indonesian manufacturing plant,The tech giant’s new $1bn investment aims to meet local component requirements set by the Indonesian Government.,Yahoo,https://finnhub.io/api/news?id=af1d7e1261fb8d51be92064bfe5b61a1eee608728212ad44d35b485f6afc15ce,The tech giant’s new $1bn investment aims to meet local component requirements set by the Indonesian Government.
